metal_product,diameter,side_size,width,thickness,mark_number
Лист 4х1500х6000 AISI 904L,,6000.0,1500.0,4.0,
Лист 26х1500х6000 AISI 904L,,6000.0,1500.0,26.0,
Лист 24х1500х6000 AISI 904L,,6000.0,1500.0,24.0,
Лист 20х1500х6000 AISI 904L,,6000.0,1500.0,20.0,
Лист 4х1500х2000 ГОСТ 8568-77 Ст3сп,,2000.0,1500.0,4.0,
Лист Б-ПН-О 6х1500х6000 ГОСТ 19903-2015 ВСт3сп5 ГОСТ 14637-89,,6000.0,1500.0,6.0,
Лист Б-ПН-О 12х1500х6000 ГОСТ 19903-2015 ВСт3сп5 ГОСТ 14637-89,,6000.0,1500.0,12.0,
Лист Б-ПН-О 30х1500х6000 ГОСТ 19903-2015 Ст3сп5 ГОСТ 14637-89,,6000.0,1500.0,30.0,
Лист Б-ПН-О 6х1500х6000 ГОСТ 19903-2015 08Х18Н10Т,,6000.0,1500.0,6.0,
Лист Б-ПН-О 10х1500х6000 ГОСТ 19903-2015 08Х18Н10Т,,6000.0,1500.0,10.0,
Лист Б-ПН-О 30х1500х6000 ГОСТ 19903-2015 06ХН28МДТ,,6000.0,1500.0,30.0,
Лист Б-ПН-О 3х1500х6000 ГОСТ 19903-2015 06ХН28МДТ,,6000.0,1500.0,3.0,
Лист Б-ПН-О 8х1500х6000 ГОСТ 19903-2015 06ХН28МДТ,,6000.0,1500.0,8.0,
Лист Б-ПН-О 8х1500х6000 AISI 904L,,6000.0,1500.0,8.0,
Лист Б-ПН-О 34х1500х6000 ГОСТ 19903-74 06ХН28МДТ,,6000.0,1500.0,34.0,
Лист 6х1500х6000 ASME SA240M AISI 316L,,6000.0,1500.0,6.0,
Лист 8х1500х6000 ASME SA240M AISI 316L,,6000.0,1500.0,8.0,
Лист 24х1500х6000 ASME SA240M AISI 316L,,6000.0,1500.0,24.0,
Лист Б-ПН-О 16х1500х6000 ГОСТ 19903-2015 Ст3сп5 ГОСТ 14637-89,,6000.0,1500.0,16.0,
Лист Б-ПН-О 4х1500х6000 ГОСТ 19903-2015 03Х16Н15М3,,6000.0,1500.0,4.0,
Лист Б-ПН-О 8х1500х6000 ГОСТ 19903-2015 03Х16Н15М3,,6000.0,1500.0,8.0,
Лист Б-ПН-О 10х1500х6000 ГОСТ 19903-2015 03Х16Н15М3,,6000.0,1500.0,10.0,
Лист Б-ПН-О 20х1500х6000 ГОСТ 19903-2015 03Х16Н15М3,,6000.0,1500.0,20.0,
Лист Б-ПН-НО 24х1500х6000 ГОСТ 19903-2015 Ст3сп5 ГОСТ 14637-89,,6000.0,1500.0,24.0,
Труба 40х100х5 ГОСТ 30245-2003 С345 ГОСТ 27772-88,40.0,,,100.0,
Швеллер 16П ГОСТ 8240-97 Ст3сп5,,,,,
Труба 159х6 ГОСТ 8732-78 06ХН28МДТ,159.0,,,6.0,
Швеллер 20П ГОСТ 8240-97 Ст3сп,,,,,
Арматура 22 35ГС А-III ГОСТ 5781,22.0,,,,
Арматура 14 35ГС А-III 11700,14.0,,,,
Лист 20х1500х6000 ГОСТ 19903-2015 Ст3сп5 ГОСТ 14637-89 ГОСТ 380-2005,,6000.0,1500.0,20.0,
Лист 10 ГОСТ 19903-74 Ст3,,74.0,19903.0,10.0,
Профиль 80х80х6 ст3пс ГОСТ 8639-82,,80.0,80.0,6.0,
КРУГ Ø24 СТ3ПС5,24.0,,,,
Лист 8 мм,,,,,
КРУГ 20,20.0,,,,
Уголок 75х50х6 ГОСТ 8510-86 С235,,75.0,50.0,6.0,
Швеллер 18У ГОСТ 8240-97 С235,,,,,
Лист 3 С235 ГОСТ 27772-2015,,27772.0,235.0,3.0,
Лист t=5 мм,,,,,
Лист 10мм,,,,,
Лист 30мм,,,,,
Лист 40,,,,,
Труба 90х50х5 ГОСТ 30245-2003 С235,90.0,,,50.0,
Труба 120х60х5 ГОСТ 30245-2003 С235,120.0,,,60.0,
Труба 273х6 ГОСТ 10704-76 ВСт3сп ГОСТ 10705-80,273.0,,,6.0,
"Лист оцинкованный толщ.0,7 мм",,,,,
Профиль 120х120х5,,120.0,120.0,5.0,
Лист 16 ГОСТ 19903-74 Ст4сп,,74.0,19903.0,16.0,
Лист 4 ГОСТ 19903-2015 AlSl 904L ГОСТ 5582-75,,2015.0,19903.0,4.0,
Профиль 4х80х80ММ металлический,,4.0,80.0,80.0,
Труба 140х5.5 ГОСТ 10704-91 С345,140.0,,,5.5,
Труба 273х12 ГОСТ 10704-91 С345,273.0,,,12.0,
Труба 168х8 ГОСТ 10704-91 Ст3,168.0,,,8.0,
Лист ПВЛ 510 ГОСТ 8706-78 Ст3сп2 ГОСТ 380-71,,78.0,8706.0,510.0,
Профиль 150х170х4.5 ГОСТ 30245-2003 С245 ГОСТ 27772-88,,150.0,170.0,4.5,
Профиль 150х150х4 ГОСТ 30245-2003 С245,,150.0,150.0,4.0,
Труба 150х150х5 ГОСТ 8639-82 С245,150.0,,,150.0,
Полоса 10х160 ГОСТ 103-2006 С245,,,10.0,160.0,
Лист 40 ГОСТ 19903-90,,90.0,19903.0,40.0,
Труба 325х8 ГОСТ 10704-91 С245,325.0,,,8.0,
Труба 159х4 ГОСТ 10704-91 С245,159.0,,,4.0,
Швеллер гнутый 250х60х6 ГОСТ 8278-83 С245,,,,,
Уголок 160х100х9 ГОСТ 8509-93 С255 ГОСТ 27772-88,,160.0,100.0,9.0,
Труба квадратная 140х5,140.0,,,5.0,
ЛИСТ T=4мм C=255,,,,,
ЛИСТ T=6мм C=255,,,,,
ЛИСТ T=8мм C=255,,,,,
Труба 426х6 Ст20 ГОСТ 10705-80,426.0,,,6.0,
"труба 159,4",,,,,
Труба 127х5 ГОСТ 632-80,127.0,,,5.0,
Труба 402х6 ГОСТ 10704-91 ВСт3сп ГОСТ 10705-80,402.0,,,6.0,
Профиль 200х200х8 ГОСТ 30245-2003 С255-4,,200.0,200.0,8.0,
Профиль 140х140х7 ГОСТ 30245-2003 С255-4,,140.0,140.0,7.0,
Лист Б-ПН-ОН 0.35 ГОСТ 19904-90 ВСт3 ГОСТ 14918-80,,90.0,19904.0,0.35,
Лист ПВЛ 506 ГОСТ 8706-78 Ст3кп2 ТУ 36.26.11.5-89,,78.0,8706.0,506.0,
Лист ПВЛ 506 ГОСТ 8706-78 Ст3сп ТУ 36.26.11.5-89,,78.0,8706.0,506.0,
Труба 89х6 ГОСТ 8732-78,89.0,,,6.0,
Труба 38х3 ГОСТ 8732-78 В20,38.0,,,3.0,
Уголок 63х63х6 ГОСТ 8509-93 Ст3сп1 ГОСТ 535-2005,,63.0,63.0,6.0,
Лист 28х1500х6000 09Г2С-12 ГОСТ 5520-79,,6000.0,1500.0,28.0,
Уголок 75х75х6 ГОСТ 8509-93 Ст3сп,,75.0,75.0,6.0,
Лист 4 ГОСТ 8568-77 Ст3сп,,77.0,8568.0,4.0,
Уголок 63х63х5 мм,,63.0,63.0,5.0,
Труба 121х10 ГОСТ 8732-78 09Г2С,121.0,,,10.0,
Профиль 100х60х5 ГОСТ30245-2003 ст.3,,100.0,60.0,5.0,
ПОЛОСА СТАЛЬНАЯ ГОРЯЧЕ-ОЦИНКОВАННАЯ,,,,,
Полоса 3х30 ГОСТ 103-2006 Ст3сп,,,3.0,30.0,
Квадрат 8х8 ГОСТ 2591-2006 Ст3сп,,8.0,,,
Труба 426х8 Ст20 ТУ 14-3-1128-2000,426.0,,,8.0,
Труба электросварная спиральношовная 720х10 09Г2С API 5L,720.0,,,10.0,
Труба 1-114х4.0-К48 ГОСТ 8732-78,1.0,,,114.0,
Труба 22х3 ГОСТ 8732-78 В20 ГОСТ 8731-74,22.0,,,3.0,
Труба 377х10 ГОСТ 8732-78 09Г2С,377.0,,,10.0,
Лист 5х1500х6000,,6000.0,1500.0,5.0,
Уголок 63*63*6,,63.0,63.0,6.0,
Лист 36 ст3/С255 ГОСТ 14637-89,,255.0,3.0,36.0,
Уголок 75*75*6мм,,75.0,75.0,6.0,
Уголок 56х56х5 ГОСТ 8509-93 С255 ГОСТ 27772-88,,56.0,56.0,5.0,
Труба 100х100х6 ТУ 36-2287-80 С255 ГОСТ 27772-2015,100.0,,,100.0,
Труба 40х40х3 ТУ 36-2287-80 С255 ГОСТ 27772-2015,40.0,,,40.0,
Уголок 70х70х3 ГОСТ 19772-93 С255 ГОСТ 27772-2015,,70.0,70.0,3.0,
"Профиль стальной гнутый замкнутый, 80х80х4мм С255 ГОСТ 27772-88",,80.0,80.0,4.0,
Профиль гнутый труба 50х50х3.0,,50.0,50.0,3.0,
Труба 57х3 ГОСТ 10704-91 Ст20,57.0,,,3.0,
Труба 38х2 ГОСТ 10704-91 Ст20,38.0,,,2.0,
Труба 45х2.5 ГОСТ 10704-91 Ст20,45.0,,,2.5,
Труба 377х8 ГОСТ 10704-91 Ст20,377.0,,,8.0,
Труба 89х3 ГОСТ 10704-91 Ст20,89.0,,,3.0,
Труба 18х2 ГОСТ 10704-91 Ст20,18.0,,,2.0,
Труба 25х2 ГОСТ 10704-91 Ст20,25.0,,,2.0,
Труба  114х4.0 ГОСТ  10705-80,114.0,,,4.0,
Труба 42.4х2.6 ГОСТ 8732-78 С345,42.4,,,2.6,
Труба 114х6 ГОСТ 8732-78 12Х18Н10Т,114.0,,,6.0,
Труба 140х6 ГОСТ 8732-78 12Х18Н10Т,140.0,,,6.0,
Труба 168х5 ГОСТ 8732-78 12Х18Н10Т,168.0,,,5.0,
Труба 325х8 ГОСТ 8732-78 12Х18Н10Т,325.0,,,8.0,
Труба 60х4 ГОСТ 8732-78 12Х18Н10Т,60.0,,,4.0,
Труба 273х7 ГОСТ 8732-78 06ХН28МДТ,273.0,,,7.0,
Труба 325х7.5 ГОСТ 8732-78 06ХН28МДТ,325.0,,,7.5,
Труба 325х8 ГОСТ 8732-78 06ХН28МДТ,325.0,,,8.0,
Труба 400х6 ГОСТ 8732-78 06ХН28МДТ,400.0,,,6.0,
Труба 457х6 06ХН28МДТ ГОСТ 8731-74 ГОСТ 5949-75,457.0,,,6.0,
Труба 114.3х3 ГОСТ 8732-78 12Х18Н10Т,114.3,,,3.0,
Труба 114х5 ГОСТ 10704-91 03Х16Н15М3,114.0,,,5.0,
Труба 57х4 ГОСТ 8732-78 06ХН28МДТ,57.0,,,4.0,
Труба 108х6 ГОСТ 8732-78 06ХН28МДТ,108.0,,,6.0,
Труба 219х4 ГОСТ 8732-78 06ХН28МДТ,219.0,,,4.0,
Лист 3х1250х2500 ГОСТ 19903-2015 Ст3сп5 ГОСТ 380-2005,,2500.0,1250.0,3.0,
Лист 26х1500х6000 ГОСТ 19903-2015 Ст3сп5 ГОСТ 14637-89,,6000.0,1500.0,26.0,
Труба 40х40х4 ГОСТ 8639-82 Ст3сп5,40.0,,,40.0,
Труба 30х30х3 ГОСТ 8639-82 Ст3сп5,30.0,,,30.0,
Труба бесшовная (SMLS) 6'' (168.3x7.11) ASME B36.10 ASTM A240-904L,168.3,,,7.11,
"Труба бесшовная (SMLS) 3"" (88.9х5.49) ASME B36.10 ASTM A240-904L",88.9,,,5.49,
"Труба бесшовная (SMLS) 8"" (219.1х6.35) ASME B36.10 ASTM A240-904L",219.1,,,6.35,
Труба бесшовная (SMLS) 4'' (114.3x6.02) ASME B36.10 ASTM A240-904L,114.3,,,6.02,
"Труба бесшовная (SMLS) 8"" (219.1x8.18) ASME B36.10 ASTM A240-904L",219.1,,,8.18,
"Труба бесшовная (SMLS) 8"" (219.1x3.65) ASME B36.10 ASTM A240-904L",219.1,,,3.65,
"Труба бесшовная (SMLS) 12"" (323.8x9.53) ASME B36.10 ASTM A240-904L",323.8,,,9.53,
"Труба бесшовная (SMLS) 16"" (406.4х6.35) ASME B36.10 ASTM A240-904L",406.4,,,6.35,
Труба бесшовная (SMLS) 12'' (323.8x6.35) ASME B36.10 ASTM A240-904L,323.8,,,6.35,
"Труба бесшовная (SMLS) 2"" (60.33x5.54) ASME B36.10 ASTM A240-904L",60.33,,,5.54,
"Труба бесшовная (SMLS) 2"" (60.3x3.91) ASME B36.10 ASTM A240-904L",60.3,,,3.91,
"Труба бесшовная (SMLS) 16"" (406.4x9.53) ASME B36.10 ASTM A105-904L",406.4,,,9.53,
Труба бесшовная (SMLS) 3'' (88.9x4.78) ASME B36.10 ASTM A240-904L,88.9,,,4.78,
"Труба бесшовная (SMLS) 12"" (323.8х8.38) ASME B36.10 ASTM A106 Gr.B",323.8,,,8.38,
"Труба бесшовная (SMLS) 12"" (323.8x6.35) ASME B36.10 ASTM A106 Gr.B",323.8,,,6.35,
"Труба бесшовная (SMLS) 1 1/2"" (48.3x3.68) ASME B36.10 ASTM A106 Gr.B",48.3,,,3.68,
"Труба бесшовная (SMLS) 4"" ( 114.3x8.56) ASME B36.10 ASTM A106 Gr.B",4.0,,,114.3,
"Труба бесшовная (SMLS) 4"" (114.3х6.02) ASME B36.10 ASTM A106 Gr.B",114.3,,,6.02,
"Труба бесшовная (SMLS) 2"" (60.3х4.37) ASME B36.10 ASTM A106 Gr.B",60.3,,,4.37,
"Труба бесшовная (SMLS) 10"" (273х6.35) ASME B36.10 ASTM A106 Gr.B",273.0,,,6.35,
"Труба бесшовная (SMLS) 6"" (168.3х8.74) ASME B36.10 ASTM A106 Gr.B",168.3,,,8.74,
"Труба бесшовная (SMLS) 1"" (33.4x3.38) ASME B36.10 ASTM A106 Gr.B",33.4,,,3.38,
"Труба бесшовная (SMLS) 3"" (88.9х6.35) ASME B36.10 ASTM A106 Gr.B",88.9,,,6.35,
"Труба бесшовная (SMLS) 1 1/4"" ( 42.2x4.85) ASME B36.10 ASTM A106 Gr.B",1.0,,,1.0,
"Труба бесшовная (SMLS) DN4"" (141.3х6.02) ASME B36.10 API 5L Gr.B PSL2",141.3,,,6.02,
"Труба бесшовная (SMLS) DN2"" (60.3х5.54) ASME B36.10 API 5L Gr.B PSL2",60.3,,,5.54,
"Труба бесшовная (SMLS) DN3"" (88.9х5.49) ASME B36.10 API 5L Gr.B PSL2",88.9,,,5.49,
"Труба бесшовная (SMLS) DN1 1/4"" (42.2х3.56) ASME B36.10 API 5L Gr.B PSL2",42.2,,,3.56,
"Труба бесшовная (SMLS) DN1/2"" (21.3х2.77) ASME B36.10 API 5L Gr.B PSL2",21.3,,,2.77,
Лист 0.45х1250 с полимерным покрытием,,,,,
Лист Б-ПН-О 10х1500х6000 ГОСТ 19903-2015 09Г2С-15 ГОСТ 5520-2017,,6000.0,1500.0,10.0,
Лист Б-ПН-О 14х1500х6000 ГОСТ 19903-2015 09Г2С-10 ГОСТ 5520-2017,,6000.0,1500.0,14.0,
Лист Б-ПН-О 16х1500х6000 ГОСТ 19903-2015 09Г2С-12 ГОСТ 5520-2017,,6000.0,1500.0,16.0,
Лист Б-ПН-О 14х1500х6000 ГОСТ 19903-2015 09Г2С-12 ГОСТ 5520-2017,,6000.0,1500.0,14.0,
Швеллер 14П ГОСТ 8240-97,,,,,
Уголок 125х125х10 ГОСТ 8509-93 С345 ГОСТ 27772-2015,,125.0,125.0,10.0,
Лист 45 ГОСТ 19903-2015 С345 ГОСТ 27772-2015,,2015.0,19903.0,45.0,
Полоса 6х40х160 Ст3пс/сп ГОСТ 103-76,,,6.0,40.0,
"Труба бесшовная (SMLS) PE 0.5""х3.73ММ ASME B36.10M GB/T 8163 20",0.5,,,3.73,
"Труба бесшовная (SMLS) MNPT 0.75""х3.91ММ ASME B36.10M GB/T 3091 Q235B Galv",0.75,,,3.91,
"Труба бесшовная (SMLS) 3/4""х3.91 PE ASME B36.10M GB/T 8163 20",3.0,,,4.0,
"Труба бесшовная (SMLS) MNPT 1""х4.55ММ ASME B36.10M GB/T 3091 Q235B Galv",1.0,,,4.55,
"Труба бесшовная (SMLS) PE 1""х4.55ММ ASME B36.10M GB/T 8163 20",1.0,,,4.55,
"Труба бесшовная (SMLS) PE 1.25""х4.85ММ ASME B36.10M GB/T 8163 20",1.25,,,4.85,
"Труба бесшовная (SMLS) MNPT 1.5""х5.08ММ ASME B36.10M GB/T 3091 Q235B Galv",1.5,,,5.08,
"Труба шовная (EFW) BE 10""х6.35ММ ASME B36.19M/10M GB/T 12771 022Cr17Ni12Mo2",10.0,,,6.35,
"Труба бесшовная (SMLS) BE 10""х6.35ММ ASME B36.10M GB/T 8163 20",10.0,,,6.35,
"Труба бесшовная (SMLS) BE 12""х8.38ММ ASME B36.10M GB/T 8163 20",12.0,,,8.38,
"Труба бесшовная (SMLS) BE 14""х9.53ММ ASME B36.10M GB/T 8163 20",14.0,,,9.53,
"Труба бесшовная (SMLS) PE 1/2""х3.73 ASME B36.19M GB/T 14976 022Cr17Ni12Mo2",1.0,,,2.0,
"Труба бесшовная (SMLS) PE 3/4""""х3.91 ASME B36.19M GB/T 14976 022Cr17Ni12Mo2",3.0,,,4.0,
"Труба бесшовная (SMLS) PE 1""x3.38 ASME B36.19M GB/T 14976 022Cr17Ni12Mo2",1.0,,,3.38,
"Труба бесшовная (SMLS) BE 2""x3.91 ASME B36.19M GB/T 14976 022Cr17Ni12Mo2",2.0,,,3.91,
"Труба бесшовная (SMLS) BE 2.5""x5.16 ASME B36.19M GB/T 14976 022Cr17Ni12Mo2",2.5,,,5.16,
"Труба бесшовная (SMLS) BE 3""x5.49 ASME B36.19M GB/T 14976 022Cr17Ni12Mo2",3.0,,,5.49,
"Труба бесшовная (SMLS) BE 4""x6.02 ASME B36.19M GB/T 14976 022Cr17Ni12Mo2",4.0,,,6.02,
"Труба бесшовная (SMLS) BE 5""x6.55 ASME B36.19M GB/T 14976 022Cr17Ni12Mo2",5.0,,,6.55,
"Труба шовная (EFW) BE 12""х6.35ММ ASME B36.19M/10M GB/T 12771 022Cr17Ni12Mo2",12.0,,,6.35,
"Труба бесшовная (SMLS) BE 1/2""x3.73 ASME B36.19M GB/T 14976 022Cr17Ni12Mo2",1.0,,,2.0,
"Труба бесшовная (SMLS) BE 2""х5.54ММ ASME B36.10M GB/T 8163 20",2.0,,,5.54,
"Труба бесшовная (SMLS) MNPT 2""х5.54ММ ASME B36.10M GB/T 3091 Q235B Galv",2.0,,,5.54,
"Труба бесшовная (SMLS) BE 6""х7.11ММ ASME B36.19M GB/T 14976 022Cr17Ni12Mo2",6.0,,,7.11,
"Труба шовная (EFW) BE 8""х6.35ММ ASME B36.19M/10M GB/T 12771 022Cr17Ni12Mo2",8.0,,,6.35,
"Труба бесшовная (SMLS) BE 8""х7.04ММ ASME B36.10M GB/T 8163 20",8.0,,,7.04,
"Труба бесшовная (SMLS) MNPT 0.5""х3.73ММ ASME B36.10M GB/T 3091 Q235B Galv",0.5,,,3.73,
"Труба бесшовная (SMLS) BE 0.75""х3.91ММ ASME B36.10M GB/T 8163 20",0.75,,,3.91,
"Труба бесшовная (SMLS) BE 3""х5.49ММ ASME B36.10M GB/T 8163 20G",3.0,,,5.49,
"Труба бесшовная (SMLS) BE 4""х6.02ММ ASME B36.10M GB/T 8163 20G",4.0,,,6.02,
"Труба бесшовная (SMLS) DN6"" (168.27х7.11) BE ASME B36.10M GB/T 8163 20",168.27,,,7.11,
"Труба бесшовная (SMLS) BE 2""х5.54ММ ASME B36.10M GB/T 8163 20G",2.0,,,5.54,
"Труба бесшовная (SMLS) 1""х4.55 PE ASME B36.19M ASTM A106 Gr.B",1.0,,,4.55,
ЛИСТ ИЗ ОЦИНКОВАННОЙ ТОНКОЛИСТОВОЙ СТАЛИ  S=1 ММ,,,,,
"Труба 76х3,5 ГОСТ 10704-91",76.0,,,3.5,
Труба 170х170х7 ГОСТ 30245-2003 С245 ГОСТ 27772-88,170.0,,,170.0,
Труба профильная 100х100х4 3сп 5,,100.0,100.0,4.0,
Уголок 100х63х6,,100.0,63.0,6.0,
Уголок 125х10 С245 ГОСТ 27772-88,,125.0,10.0,245.0,
Уголок 125х125х8 ст245 ГОСТ 8509-93,,125.0,125.0,8.0,
Лист 14х1500х6000 Ст3сп5,,6000.0,1500.0,14.0,
Лист 5 ст.245 ГОСТ 19903-74,,19903.0,245.0,5.0,
Уголок 30х30х4 Ст3сп,,30.0,30.0,4.0,
Уголок 56х36х5 ГОСТ 8510-86 С245 ГОСТ 27772-88,,56.0,36.0,5.0,
Швеллер 18У ГОСТ 8240-97 С245/С255,,,,,
Швеллер 16У  ГОСТ 8240-97  Ст3,,,,,
Лист 30х1500х6000 ГОСТ 19903-2015 Ст3,,6000.0,1500.0,30.0,
Швеллер 24П 90х240х5.6 С255 5 ГОСТ 27772-15,,,,,
Профиль гнутый труба 100х100х4.0,,100.0,100.0,4.0,
Труба 80х40х3.5 Ст3пс ГОСТ 8645-68,80.0,,,40.0,
Труба 125х60х4.5 ГОСТ 8645-68 ГОСТ 13663-86 Ст3,125.0,,,60.0,
Швеллер 27П ГОСТ 8240-97 Ст3пс,,,,,
Круг 16 ГОСТ 2590-2006 12Х18Н10Т ГОСТ 5949-2018,16.0,,,,
Круг 20 ГОСТ 2590-2006 12Х18Н10Т ГОСТ 5949-2018,20.0,,,,
Круг 24 ГОСТ 2590-2006 12Х18Н10Т ГОСТ 5949-2018,24.0,,,,
Труба 108х12 ГОСТ 8732-78 В20 ГОСТ 8731-74,108.0,,,12.0,
Лист Б-ПН-О 8х1500х6000 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 7350-77,,6000.0,1500.0,8.0,
Лист Б-ПН-О 24х1500х6000 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 7350-77,,6000.0,1500.0,24.0,
Труба 100х100х8 ГОСТ 8639-82 ГОСТ 13663-86 В20,100.0,,,100.0,
Труба 180х180х14 ГОСТ 8639-82 ГОСТ 13663-86 В20,180.0,,,180.0,
Труба 57х4 ГОСТ 10704-91 Ст20,57.0,,,4.0,
Труба 159х4.5 ГОСТ 10704-91 Ст20 ГОСТ 10705-80,159.0,,,4.5,
Труба 20х2 ГОСТ 10704-91 Ст20,20.0,,,2.0,
Труба 530х9 ГОСТ 10704-91 Ст20,530.0,,,9.0,
Труба 20х2 ГОСТ 10704-91 12Х18Н10Т,20.0,,,2.0,
Труба 57х3 ГОСТ 10704-91 12Х18Н10Т,57.0,,,3.0,
Труба 28х3 ГОСТ 10704-91 Ст20,28.0,,,3.0,
Труба 45х4 ГОСТ 10704-91 Ст20,45.0,,,4.0,
Труба 89х6 ГОСТ 10704-91 Ст20,89.0,,,6.0,
Труба 426х8 ГОСТ 10704-91 Ст20,426.0,,,8.0,
Швеллер 30 С245 ГОСТ 8240-97,,,,,
Лист 3 ГОСТ 19903-2015 С345 ГОСТ 27772-2015,,2015.0,19903.0,3.0,
Лист 10 ГОСТ 19903-2015 С345 ГОСТ 27772-2015,,2015.0,19903.0,10.0,
Лист 12 ГОСТ 19903-2015 С345 ГОСТ 27772-2015,,2015.0,19903.0,12.0,
Лист 16 ГОСТ 19903-2015 С345 ГОСТ 27772-2015,,2015.0,19903.0,16.0,
Лист 20 ГОСТ 19903-2015 XAR400 ГОСТ 19281-2014,,2015.0,19903.0,20.0,
Лист 24 ГОСТ 19903-2015 С245 ГОСТ 27772-2015,,2015.0,19903.0,24.0,
Лист 30 ГОСТ 19903-2015 С245 ГОСТ 27772-2015,,2015.0,19903.0,30.0,
Уголок 140х9 ГОСТ 8509-93 С245 ГОСТ 27772-2015,,140.0,9.0,8509.0,
Уголок 90х9 ГОСТ 8509-93 С245 ГОСТ 27772-2015,,90.0,9.0,8509.0,
Уголок 160х100х10 ГОСТ 8509-93 С345 ГОСТ 27772-2015,,160.0,100.0,10.0,
Лист 5 ГОСТ 19903-2015 С345 ГОСТ 27772-2015,,2015.0,19903.0,5.0,
Лист 8 ГОСТ 19903-2015 С345 ГОСТ 27772-2015,,2015.0,19903.0,8.0,
Лист 30 ГОСТ 19903-2015 С345 ГОСТ 19281-2014,,2015.0,19903.0,30.0,
Лист 45 ГОСТ 19903-2015 С345 ГОСТ 19281-2014,,2015.0,19903.0,45.0,
Круг 36 ГОСТ 2590-2006 С345 ГОСТ 27772-2015,36.0,,,,
Лист 20 ГОСТ 19903-2015 С245 ГОСТ 19281-2014,,2015.0,19903.0,20.0,
Полоса оцинкованная Ст3сп 4х30 ГОСТ103-2006 ГОСТ535-2005,,,3.0,4.0,
Уголок 120х100х8 ст3пс ГОСТ 8509-93,,120.0,100.0,8.0,
Труба 50х4 Ст20 ГОСТ 3262-75,50.0,,,4.0,
Уголок 125х125х10,,125.0,125.0,10.0,
Труба 200х160х5 12000,200.0,,,160.0,
Уголок 160х160х16 ГОСТ 8509-93 C345 ГОСТ 27772-2015,,160.0,160.0,16.0,
Труба 100х3 ГОСТ 10707-80 С245 ГОСТ 27772-2015,100.0,,,3.0,
Труба 40х4 ГОСТ 10707-80 С245 ГОСТ 27772-2015,40.0,,,4.0,
Швеллер 22П ГОСТ 8240-97 C245 ГОСТ 27772-88,,,,,
"Лист Б-Пн-10,О  Ст3",,,,,
Лист,,,,,
Арматура Д 16,16.0,,,,
Арматура 14 25Г2С ГОСТ 5781-82,14.0,,,,
Арматура 12,12.0,,,,
Лист 20 С345 ГОСТ 27772-88,,27772.0,345.0,20.0,
Лист 30 ГОСТ 19903-2015 С345 ГОСТ 27772-2015,,2015.0,19903.0,30.0,
Профиль 140х100х5 ГОСТ 30245-2003 С245,,140.0,100.0,5.0,
Профиль 160х100х5 ГОСТ 30245-2003 С245,,160.0,100.0,5.0,
Труба 150х5-ГОСТ 32931-2015 С245 ГОСТ 27772-2015,150.0,,,5.0,
Лист t=25,,,,,
Лист 15 ГОСТ 19903-2015 С245 ГОСТ 27772-2015,,2015.0,19903.0,15.0,
Швеллер 20П ГОСТ 8240-97 С235 ГОСТ 27772-2015,,,,,
Труба 120х80х5 ГОСТ 32931-2015 С245 ГОСТ 27772-2015,120.0,,,80.0,
Труба 160х160х5 ГОСТ 32931-2015 С245 ГОСТ 27772-2015,160.0,,,160.0,
Труба 180х180х8 ГОСТ 32931-2015 С245 ГОСТ 27772-2015,180.0,,,180.0,
Труба 140х140х5 ГОСТ 32931-2015 С245 ГОСТ 27772-2015,140.0,,,140.0,
Лист ПВЛ 506 ГОСТ 8706-78 С235 ГОСТ 27772-88,,78.0,8706.0,506.0,
Круг 10 ст3сп ооцинкованный (прутики 6м) ,10.0,,,,
ПОЛОСА 4Х40 ГОРЯЧЕОЦЕНКОВАННАЯ СТ3КП ГОСТ 535-2005,,,4.0,40.0,
Уголок 63х63,,63.0,63.0,63.0,
Профиль 40х40,,,,,
Труба 133х5 ГОСТ 8732-78 В20 ГОСТ 8731-74,133.0,,,5.0,
Труба 57х4 12х18Н10Т ГОСТ 9941-81,57.0,,,4.0,
Труба 100х100х3 ГОСТ 8639,100.0,,,100.0,
Труба 150х150х5 ГОСТ 30245-2003 С245,150.0,,,150.0,
Лист 6мм,,,,,
Лист 14х1500х6000 09Г2С-12 ГОСТ 5520-2017,,6000.0,1500.0,14.0,
Лист Б-ПН-О 14х1500х6000 ГОСТ 19903-2015 09Г2С-15 ГОСТ 5520-2017,,6000.0,1500.0,14.0,
Труба 168х168х6 ГОСТ 32931-2015 С245 ГОСТ 27772-2015,168.0,,,168.0,
"Труба 114*5,0 ГОСТ10704-91",114.0,,,5.0,
Труба 35х3 ГОСТ 8732-78 С245,35.0,,,3.0,
Труба 26.9х2.5 ГОСТ 8732-78 Ст20 ГОСТ 8731-74,26.9,,,2.5,
Труба 108х5 ГОСТ 8732-78 Ст20,108.0,,,5.0,
Труба 32х2.5 ГОСТ 8732-78 Ст20,32.0,,,2.5,
Труба 159х6 ГОСТ 8732-78 Ст20,159.0,,,6.0,
Арматура 32мм,32.0,,,,
Арматура 25мм,25.0,,,,
Арматура 20 мм,20.0,,,,
Арматура 14 мм,14.0,,,,
Труба 76х3.5 ГОСТ 10704-91 Ст3,76.0,,,3.5,
